,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
741,PEPSICO INC,PEP,, ,2012-10-12,50000,Name | Email | Password | Phone Number | Other,69.81999969482422,68.61000061035156,70.41999816894531,70.87999725341797,72.36000061035156,76.8499984741211,79.95999908447266,83.0,82.52999877929688,84.55000305175781,83.80999755859375,79.8499984741211,80.83000183105469,78.0,78.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
742,KORN FERRY,KFY,,,2012-10-11,,ND,14.0,13.649999618530272,14.5,15.739999771118164,17.739999771118164,18.15999984741211,16.860000610351562,17.450000762939453,17.729999542236328,19.270000457763672,19.36000061035156,22.06999969482422,21.950000762939453,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
743,DOMINOS PIZZA INC,DPZ,, ,2012-09-11,37000,Name | Phone Number | Email | Password (Clear Text) | Other,36.09000015258789,37.310001373291016,39.84000015258789,41.81999969482422,44.959999084472656,46.810001373291016,49.880001068115234,51.75,58.02000045776367,60.720001220703125,62.2400016784668,62.77000045776367,64.69999694824219,44.0,42.66666666666666,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
744,Apple Inc.,AAPL,, ,2012-09-04,1000000,ID,24.10607147216797,23.980356216430664,20.600000381469727,20.93535804748535,19.360713958740234,15.79714298248291,15.001785278320312,15.428214073181152,16.070714950561523,16.097143173217773,15.028571128845217,16.519285202026367,17.44928550720215,114.286,115.02542857142858,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,SONY CORP,SNE,, ,2012-09-03,441,Username | Password | Email,11.300000190734863,11.850000381469728,11.329999923706056,9.6899995803833,11.510000228881836,15.130000114440918,15.229999542236328,17.0,16.790000915527344,19.540000915527344,21.809999465942383,21.6200008392334,20.40999984741211,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
746,TOYOTA MOTOR CORP/,TM,, ,2012-08-27,0,Intellectual Property,81.58999633789062,78.66999816894531,77.36000061035156,86.7300033569336,90.36000061035156,96.0999984741211,102.45999908447266,103.5999984741211,115.4800033569336,120.52999877929688,118.05999755859376,124.48999786376952,125.19000244140624,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
747,AVX Corp,,, ,2012-08-26,2900,Username | Password | Email,15.300000190734863,15.84000015258789,15.670000076293944,16.100000381469727,15.470000267028809,15.729999542236328,15.510000228881836,14.9399995803833,15.260000228881836,14.720000267028809,13.4399995803833,12.989999771118164,12.640000343322754,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
748,"Activision Blizzard, Inc.",ATVI, , ,2012-08-09,,Email | Password (Encrypted),11.649999618530272,12.020000457763672,11.300000190734863,11.0,11.34000015258789,10.989999771118164,13.40999984741211,14.84000015258789,14.65999984741211,15.260000228881836,14.729999542236328,14.460000038146973,17.5,14.0,14.166666666666666,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
749,"NIKE, Inc.",NKE,, ,2012-07-19,0,Theft,23.65749931335449,24.065000534057617,24.43000030517578,24.39249992370605,24.07999992370605,24.729999542236328,26.645000457763672,27.23500061035156,27.07999992370605,30.09000015258789,32.65999984741211,31.075000762939453,31.65999984741211,26.0,26.25,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
750,Royal Dutch Shell plc,RDS.A,, ,2012-07-14,20,Email | Password (Clear Text),68.7300033569336,70.6500015258789,73.23999786376953,68.97000122070312,67.9000015258789,68.37000274658203,69.66000366210938,66.95999908447266,65.93000030517578,65.26000213623047,69.05000305175781,66.33999633789062,66.97000122070312,71.55,74.81960000000001,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
751,BP PLC,BP,, ,2012-07-14,400,Email | Password,40.95000076293945,42.09000015258789,43.619998931884766,41.84000015258789,40.540000915527344,41.470001220703125,44.34000015258789,42.45000076293945,40.18999862670898,41.56999969482422,43.02000045776367,43.09000015258789,42.18999862670898,6.179,20.84242857142857,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
752,NVIDIA CORP,NVDA,2012-07-01 00:00:00, ,2012-07-13,400000,Username | Password,12.399999618530272,14.8100004196167,13.59000015258789,12.630000114440918,11.920000076293944,12.520000457763672,12.210000038146973,12.43000030517578,12.739999771118164,13.09000015258789,14.239999771118164,14.050000190734863,14.640000343322754,16.5,17.227999999999998,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,ALTABA INC.,,, ,2012-07-12,453492,Username | Password,15.130000114440918,15.510000228881836,15.850000381469728,15.829999923706056,16.15999984741211,16.030000686645508,15.739999771118164,15.5600004196167,14.989999771118164,15.149999618530272,15.15999984741211,13.949999809265137,13.539999961853027,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
754,AT&T INC.,T,, ,2012-06-27,,Name | Email | Password | Other,34.97999954223633,36.29999923706055,36.869998931884766,38.08000183105469,34.630001068115234,33.970001220703125,33.779998779296875,34.02000045776367,35.4900016784668,36.7400016784668,37.040000915527344,36.75,35.33000183105469,35.0,29.372666666666667,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
755,EXXON MOBIL CORP,XOM,, ,2012-06-26,1044,Email | Password,81.23999786376953,85.23999786376953,88.05000305175781,91.73999786376952,90.43000030517578,88.62000274658203,86.91999816894531,91.7300033569336,87.69999694824219,89.0199966430664,88.06999969482422,91.52999877929688,89.11000061035156,85.0,81.18328571428572,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,ELECTRONIC ARTS INC.,EA,,2011-06-14 00:00:00,2012-06-15,18000,Username | Password (Encrypted) | Email | Address | Name | Phone Number | DoB | Other,12.31999969482422,11.710000038146973,12.710000038146973,14.5,13.6899995803833,12.75,15.300000190734863,14.43000030517578,17.149999618530273,19.34000015258789,16.90999984741211,22.40999984741211,21.809999465942383,16.5,16.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
757,ViacomCBS Inc.,VIAC,, ,2012-06-07,43570999,Password,31.93000030517578,32.560001373291016,35.5,36.709999084472656,36.4900016784668,34.43000030517578,35.650001525878906,38.2400016784668,41.97999954223633,44.810001373291016,45.20000076293945,47.16999816894531,48.84000015258789,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
758,LINKEDIN CORP,,2012-06-05 00:00:00, ,2012-06-06,167000000,Username | Password,14.5600004196167,15.239999771118164,15.640000343322754,15.850000381469728,15.920000076293944,15.65999984741211,16.34000015258789,15.779999732971191,15.510000228881836,15.380000114440918,15.350000381469728,15.170000076293944,14.210000038146973,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
759,COMCAST CORP,CMCSA,, ,2012-05-20,294,Email | Password (Clear Text),14.354999542236328,15.654999732971191,16.190000534057617,16.950000762939453,17.690000534057617,18.475000381469727,18.0049991607666,19.0049991607666,20.13500022888184,20.725000381469727,20.065000534057617,20.280000686645508,20.76000022888184,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
760,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,IHG,3/14/2012 - 3/23/2012,2012-04-04 00:00:00,2012-05-07,,Credit Card | Other,37.05574035644531,35.16843032836914,36.99436569213867,38.7589225769043,39.54146957397461,40.93777084350586,35.630794525146484,38.06537628173828,40.62884521484375,42.96317672729492,42.1325569152832,42.318729400634766,43.66490936279297,40.378,40.29808333333333,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
761,PANASONIC Corp,,, ,2012-05-04,25,Name | Username | Password | Email,14.75,14.59000015258789,15.109999656677246,15.640000343322754,15.84000015258789,15.899999618530272,15.770000457763672,16.200000762939453,15.65999984741211,15.56999969482422,15.449999809265137,15.15999984741211,15.25,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
762,GLOBAL PAYMENTS INC,GPN,1/21/2012 - 2/25/2012,Mar-2012,2012-03-30,1500000,Credit Card,26.114999771118164,23.21500015258789,21.575000762939453,21.614999771118164,21.834999084472656,20.780000686645508,20.915000915527344,21.375,21.93000030517578,22.295000076293945,24.73500061035156,24.104999542236328,24.82999992370605,26.25,26.166666666666668,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
763,SONY CORP,SNE,, ,2012-03-03,0,Intellectual Property,21.3700008392334,20.809999465942383,15.729999542236328,12.649999618530272,14.199999809265137,11.239999771118164,11.3100004196167,11.850000381469728,11.329999923706056,9.6899995803833,11.510000228881836,15.130000114440918,15.229999542236328,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
764,MONSANTO CO /NEW/,,, ,2012-03-01,"2,500 (Employees)",Email,14.960000038146973,14.479999542236328,14.649999618530272,14.710000038146973,15.06999969482422,15.460000038146973,15.649999618530272,16.0,15.699999809265137,16.229999542236328,15.239999771118164,15.399999618530272,15.470000267028809,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
765,KONINKLIJKE PHILIPS NV,PHG,,2012-02-13 00:00:00,2012-02-14,"(Claim 200,000)",Other (Claim E-mails),20.68000030517578,20.649999618530277,18.09000015258789,18.57999992370605,17.8700008392334,19.739999771118164,22.530000686645508,24.56999969482422,24.1299991607666,25.40999984741211,26.18000030517578,27.86000061035156,30.82999992370605,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
766,NORTEL INVESTMENTS INC,,2000 - 2009,1905-06-26 00:00:00,2012-02-14,0,Intellectual Property,15.039999961853027,14.989999771118164,14.529999732971191,14.68000030517578,14.56999969482422,15.130000114440918,15.359999656677246,15.75,15.800000190734863,15.920000076293944,15.720000267028809,15.75,15.550000190734863,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
767,MICROSOFT CORP,MSFT,, ,2012-02-12,,Username | Password (Clear Text),30.57999992370605,32.040000915527344,30.350000381469727,31.15999984741211,28.899999618530277,29.299999237060547,30.420000076293945,30.790000915527344,28.950000762939453,28.21999931335449,27.31999969482422,26.82999992370605,27.86000061035156,37.0,37.285714285714285,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
768,INTEL CORP,INTC,, ,2012-02-10,Few,Name | Address | Email | Other,26.86000061035156,27.06999969482422,27.76000022888184,27.190000534057617,26.40999984741211,26.170000076293945,26.700000762939453,23.26000022888184,21.899999618530277,20.799999237060547,20.07999992370605,21.450000762939453,21.0,31.0,30.25,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,NortonLifeLock Inc.,NLOK,1905-06-28 00:00:00, ,2012-02-07,0,Intellectual Property,17.530000686645508,17.100000381469727,18.309999465942383,15.9399995803833,14.770000457763672,14.119999885559082,16.8700008392334,18.950000762939453,18.030000686645508,18.850000381469727,18.850000381469727,19.649999618530277,22.280000686645508,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
770,"EURONET WORLDWIDE, INC.",EEFT,,,2012-01-23,,Credit Card,18.229999542236328,19.600000381469727,19.34000015258789,20.850000381469727,18.6299991607666,16.59000015258789,16.5,17.770000457763672,17.780000686645508,19.440000534057617,21.450000762939453,23.530000686645508,24.799999237060547,21.75,21.75,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
771,"T-Mobile US, Inc.",TMUS,, ,2012-01-16,(Employees),Username | Password | Other,16.780000686645508,20.059999465942383,19.8799991607666,16.579999923706055,12.899999618530272,11.960000038146973,12.720000267028809,19.57999992370605,21.26000022888184,22.65999984741211,20.899999618530277,20.100000381469727,19.15999984741211,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
772,AMAZON COM INC,AMZN,, ,2012-01-15,24000000,Username | Password | Other,181.66000366210935,191.3000030517578,182.25999450683597,188.4600067138672,222.92999267578125,214.4499969482422,218.38999938964844,233.19000244140625,261.2699890136719,244.17999267578125,222.9499969482422,249.19000244140625,272.7300109863281,220.0,218.74074074074076,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
773,SONY CORP,SNE,, ,2011-10-12,93000,Username | Password,19.57999992370605,17.540000915527344,17.8700008392334,17.690000534057617,19.530000686645508,20.850000381469727,18.75,14.18000030517578,12.760000228881836,12.869999885559082,12.34000015258789,11.93000030517578,11.4399995803833,15.974,15.974,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
774,"TWENTY-FIRST CENTURY FOX, INC.",,, ,2011-09-20,,Username | Password,13.460000038146973,13.380000114440918,13.649999618530272,13.970000267028809,14.600000381469728,14.9399995803833,14.25,14.600000381469728,14.600000381469728,14.829999923706056,15.420000076293944,15.390000343322754,15.65999984741211,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
775,ELECTRONIC ARTS INC.,EA,, ,2011-09-02,548774,Username | Password,21.959999084472656,20.450000762939453,22.459999084472656,23.32999992370605,20.600000381469727,18.440000534057617,16.690000534057617,16.709999084472656,15.539999961853027,13.119999885559082,12.279999732971191,11.68000030517578,13.329999923706056,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
776,EBAY INC,EBAY,, ,2011-08-16,1,Username | Password,13.000842094421388,13.484848022460938,14.179292678833008,13.236532211303713,12.45791244506836,12.887205123901367,14.019360542297363,15.500842094421388,14.94107723236084,16.856060028076172,17.117002487182617,16.245790481567383,18.93097686767578,48.0,48.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
777,CITIGROUP INC,C,, ,2011-08-05,92408,Account Number | Name | Address | Phone Number | DoB | Other,34.810001373291016,28.399999618530277,24.38999938964844,30.34000015258789,29.82999992370605,28.170000076293945,33.540000915527344,33.68000030517578,35.040000915527344,31.600000381469727,24.81999969482422,27.649999618530277,27.399999618530277,50.0,48.2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
778,NEWS CORP,NWS,, ,2011-07-18,1000,Name | Address | Phone Number | Email,,,,,,,,,,,,,,19.1675,19.08725,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
779,MONSANTO CO /NEW/,,, ,2011-07-12,2500,Name | Address | Phone Number | Email,13.520000457763672,13.170000076293944,13.550000190734863,13.34000015258789,13.699999809265137,13.979999542236328,14.479999542236328,15.050000190734863,15.029999732971191,14.5,14.760000228881836,14.699999809265137,15.130000114440918,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
780,Booz Allen Hamilton Holding Corp,BAH,, ,2011-07-11,90000,Email | Password (Encrypted),18.950000762939453,16.06999969482422,15.050000190734863,16.229999542236328,15.609999656677246,16.719999313354492,17.450000762939453,17.65999984741211,17.520000457763672,16.649999618530273,14.869999885559082,15.300000190734863,14.760000228881836,21.0,21.0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
781,Graham Holdings Co,GHC,6/27/2011 - 6/28/2011, ,2011-07-07,1270000,Username | Email,252.169189453125,231.3292999267578,191.02114868164065,198.78549194335935,205.1963806152344,209.87310791015625,227.5951690673828,232.024169921875,235.3111724853516,227.2930450439453,210.5740203857422,217.16616821289065,222.6586151123047,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
782,Apple Inc.,AAPL,, ,2011-07-04,,Username | Password,12.479642868041992,14.020357131958008,13.358928680419922,13.37857151031494,14.395357131958008,13.91785717010498,14.686785697937012,16.417142868041992,19.4707145690918,22.4757137298584,20.779285430908203,20.15321350097656,21.40749931335449,71.429,71.23915217391304,46,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
783,Viacom Inc.,,, ,2011-06-28,0,Intellectual Property,13.34000015258789,13.18000030517578,13.3100004196167,13.56999969482422,13.510000228881836,13.760000228881836,14.199999809265137,14.850000381469728,14.9399995803833,14.300000190734863,14.670000076293944,14.68000030517578,15.010000228881836,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
784,JETBLUE AIRWAYS CORP,JBLU,Jan-2008 - Feb-2011,2011-04-01 00:00:00,2011-06-24,(Employees),Name | SSN,6.190000057220459,5.420000076293945,4.119999885559082,4.199999809265137,4.550000190734863,3.400000095367432,5.340000152587891,5.420000076293945,5.019999980926514,5.099999904632568,4.619999885559082,4.480000019073486,5.309999942779541,8.0,8.665,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
785,MICROSOFT CORP,MSFT,, ,2011-06-17,62000,Login | Password,24.0,26.780000686645508,25.350000381469727,27.1200008392334,26.979999542236328,26.06999969482422,26.0,28.26000022888184,31.290000915527344,32.599998474121094,31.07999992370605,29.899999618530277,30.020000457763672,31.0,31.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
786,AUTOMATIC DATA PROCESSING INC,ADP,5/3/2013 - 6/6/2013,2011-06-07 00:00:00,2011-06-15,1 (company client),Name | Address | SSN | Other (Financial),46.2510986328125,46.78665542602539,42.03687286376953,43.37137985229492,45.40825271606445,45.338016510009766,44.87269592285156,48.24407196044922,47.62950134277344,48.45478439331055,47.8402099609375,46.88323211669922,47.77875518798828,55.75,62.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
787,SONY CORP,SNE,2011-06-02 00:00:00, ,2011-06-06,52000,Username,25.76000022888184,26.739999771118164,23.13999938964844,19.86000061035156,18.780000686645508,17.920000076293945,17.8799991607666,17.700000762939453,19.440000534057617,20.729999542236328,20.01000022888184,15.31999969482422,13.199999809265137,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
788,CITIGROUP INC,C,,2011-05-10 00:00:00,2011-05-24,360069,Credit Card | Other,40.15999984741211,39.40999984741211,40.2599983215332,27.31999969482422,24.979999542236328,31.600000381469727,23.51000022888184,27.459999084472656,29.850000381469727,32.709999084472656,37.130001068115234,33.25,27.149999618530277,56.5,57.833333333333336,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
789,"TWENTY-FIRST CENTURY FOX, INC.",,2011-05-06 00:00:00, ,2011-05-10,363,Email | Password,13.0,13.25,13.520000457763672,13.09000015258789,13.59000015258789,13.369999885559082,13.720000267028809,13.9399995803833,14.5,15.0,15.0,14.579999923706056,14.779999732971191,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
790,SONY CORP,SNE,4/16/2011 - 4/17/2011, ,2011-05-03,25000000,Debit Card | Name | Address | Email | DoB | Phone Number | Other,28.799999237060547,26.540000915527344,26.56999969482422,25.1299991607666,20.729999542236328,18.11000061035156,18.530000686645508,17.770000457763672,18.3799991607666,17.09000015258789,21.3700008392334,20.809999465942383,15.729999542236328,32.898,32.898,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
791,"Fidelity National Information Services, Inc.",FIS,, ,2011-05-03,7170,Debit Card,32.939998626708984,31.61000061035156,31.020000457763672,28.25,26.81999969482422,23.450000762939453,24.59000015258789,24.90999984741211,26.690000534057617,28.75,31.190000534057617,33.56999969482422,33.86000061035156,37.0,36.8,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
792,"Michaels Companies, Inc.",MIK,,,2011-05-01,,Credit Card,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
793,SONY CORP,SNE,4/17/2011 - 4/19/2011,2011-04-20 00:00:00,2011-04-27,77000000,Name | Address | Email | DoB | Other,29.790000915527344,27.209999084472656,25.26000022888184,26.399999618530277,20.690000534057617,18.989999771118164,20.61000061035156,16.959999084472656,17.780000686645508,18.51000022888184,21.690000534057617,20.600000381469727,16.5,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
794,NEWS CORP,NWS,, ,2011-04-26,250000,Name | Phone Number | Address | Other,,,,,,,,,,,,,,20.197,20.580714285714286,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
795,JACK IN THE BOX INC /NEW/,JACK,, ,2011-04-21,12,Credit Card,20.799999237060547,22.100000381469727,22.049999237060547,23.6200008392334,18.81999969482422,20.350000381469727,19.6299991607666,20.1200008392334,20.8799991607666,21.479999542236328,23.559999465942383,23.76000022888184,22.86000061035156,23.0,23.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
796,ALLIANCE DATA SYSTEMS CORP,ADS,Feb-2010,2010-12-01 00:00:00,2011-03-30,5000000,Name | Email |  Other,83.61000061035156,95.0,93.72000122070312,92.9800033569336,98.33999633789062,92.29000091552734,93.6500015258789,104.97000122070312,97.37999725341795,104.33000183105467,109.9000015258789,121.36000061035156,125.94000244140624,101.0,95.80416666666667,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
797,"TripAdvisor, Inc.",TRIP,, ,2011-03-24,,Email,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,27.450000762939453,26.020000457763672,30.3799991607666,30.59000015258789,33.27000045776367,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
798,EMC CORP,,, ,2011-03-18,40000000,Other,12.850000381469728,12.710000038146973,13.15999984741211,13.15999984741211,13.5,13.359999656677246,13.479999542236328,13.350000381469728,13.710000038146973,13.90999984741211,14.550000190734863,14.9399995803833,14.149999618530272,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
